text,topic
<@U018H0JE06M> you should be able to build a custom viz for your purpose if you already have a functional leaflet visualization.,
<@U01AZSUR77W> has joined the channel,
Having it part of SIP / as a separate write up would help me quite much,
"Hi everyone,\nI'm completely new to Superset and the community, so I have very little experience with its capabilities\u00a0:slightly_smiling_face:\nMy interest is to tab into the (*explore_json*)\u00a0*REST API*\u00a0and use superset to query aggregation-data from other applications.\nDoes anyone have experience with this sort of thing or can recommend me any good resources? I found it very hard to find any sensible documentation on how the requests are constructed and what options one can pass.\nThanks in advance :slightly_smiling_face:",
"Hi, I have setup superset and able to run superset with _`superset run`_ but `superset init gunicorn -w 10 superset:app` is giving me an error `Error: no such option: -w`.\nCan someone please help me understand what I missed here ?",
:question: :snowflake: in Jinja templating is there an expression to get the standard date filter start/end ?,
"Hi Team, I was trying to use an Oracle DB to store metadata for Apache superset instead of SQLLite or postrgres and noticed that Superset bringup fails due to default superset config having a duplicate entry while creating a table. Anyone has an idea on how I could work around this ?\n\n```sqlalchemy.exc.DatabaseError: (cx_Oracle.DatabaseError) ORA-02274: duplicate referential constraint specifications\n[SQL:\nCREATE TABLE metrics (\n\tid INTEGER NOT NULL,\n\tmetric_name VARCHAR2(512 CHAR),\n\tverbose_name VARCHAR2(1024 CHAR),\n\tmetric_type VARCHAR2(32 CHAR),\n\tdatasource_name VARCHAR2(255 CHAR),\n\tjson CLOB,\n\tdescription CLOB,\n\tPRIMARY KEY (id),\n\tFOREIGN KEY(datasource_name) REFERENCES datasources (datasource_name),\n\tFOREIGN KEY(datasource_name) REFERENCES datasources (datasource_name)\n)\n\n]```\n",
"Hello everyone,\n\nI am new to Apache Superset and I want to know more about its code structure since I want to make a contribution sometime in the future.\n<https://github.com/apache/incubator-superset/tree/master/superset-frontend/src>\nI've been looking into this directory in the master branch to investigate its front-end components.\nI know it's built using React. However, I am not familiar with how the project is structured. It has multiple folders that have\u00a0`App.js`. I always thought there would only be one\u00a0`App.js`\u00a0in a React project. How does this work?\nAlso, I would like to know how all these components get together and form the Superset frontend. It would be great to know how these components depend on each other. (e.g. How does\u00a0`explore`\u00a0work with\u00a0`chart`, etc.)\n\nThank you for the great open-source project. I am looking forward to learning more.",
<@U017A1VETPT> is correct that the sqlalchemy URI / connection string format is responsible for ~90% of the connection failures. A good way to test the connection string is to connect from Python or another tool (not Superset) and see if that format works!\n\n<https://stackoverflow.com/questions/48259453/connecting-a-mysql-database-to-apache-superset>,
i tried a lot but there is a connection error,
"hey, can you guys help me in adding a database in superset using mysql",
is there functionality on a dashboard to force other charts to not instantly load until the filter box is applied?,
what's left on the todo list?,
for reference <https://github.com/apache/incubator-superset/blob/master/docs/.htaccess#L22-L23>,
"if helps following is my Dockerfile definition.. superset works fine.. once I build my container and run it.. I can login .. to its defult sqllite.. but I want to replace it with my local running postgresdb...\n\nI am passing the parameters of postgresdb connection from local superset_config.py and copying it inside my container...\n\n```FROM centos:7\n\n## install required dependencies\nRUN yum install -y python3 python3-devel python3-pip python3-setuptools gcc gcc-c++\n\n## install odbc driver\nRUN yum install -y unixODBC unixODBC-devel\n\n## install latest dremio odbc driver\nRUN yum install -y <https://download.dremio.com/odbc-driver/dremio-odbc-LATEST.x86_64.rpm>\n\n## install superset\nRUN pip3 install apache-superset sqlalchemy_dremio\n\n## run superset_config.py copy\nRUN echo $PYTHONPATH\nRUN echo $PATH\nCOPY superset_config.py /usr/local/lib/python3.6/site-packages/superset/superset_config.py\n\n## upgrade superset database to latest\nRUN export LC_ALL=en_US.UTF-8 &amp;&amp; superset db upgrade\n\n## initialize superset\nRUN export LC_ALL=en_US.UTF-8 &amp;&amp; superset init\n\n## list directories\nRUN echo $(ls)\nRUN echo $(ls /usr/local/lib/python3.6/site-packages/superset/)\nRUN echo $(ls /home/)\n\n## create default admin user\nRUN export LC_ALL=en_US.UTF-8 &amp;&amp; \\n    export FLASK_APP=superset &amp;&amp; \\n    flask fab create-admin --username admin --firstname admin --lastname admin --email admin@admin --password admin\n\nEXPOSE 8088\n\nCMD [""gunicorn"", ""-w"", ""2"", ""-b"", ""0.0.0.0:8088"", ""--timeout"", ""120"", ""--limit-request-line"", ""0"", ""--limit-request-field_size"", ""0"", ""<http://superset.app:create_app()|superset.app:create_app()>"", ""superset"", ""run""]```\n",
"Probably a dumb question. I managed to get Superset running on a Ubuntu VM through WSL2 on Windows 10 Pro using docker-compose. If I have to to shut down and restart Superset, do I have to go through the whole process again? Superset initi/run doesn't seem to work",
"Hi Team, I am new in apache superset. i would like to deploy the superset application into tomcat. can we do it? please help me out. or any other production environment server supported.",
"Hi guys, I'm using Bar Chart in my dashboard, but I find that the number format (e.g. .0f)  of x-axis can not be customized which caused many unexpected long numbers on chart. I'm seeking for the help on how to quickly modify the format of numbers in bar chart. :slightly_smiling_face:",
"Hello!  I'm trying to create a table chart with query mode as a RAW_RECORDS but I faced two issues.\n1. I always received an `Unexpected Error` unless I change the query mode to AGREGATE and add a `metric`, then back to RAW_RECORDS but is not the query that I wanted.\n2. I tried to use SELECT_ALL option when select COLUMNS but nothings happens. \nSeems something was change/break since I updated. BTW im on `master` branch and I already pull last changes.  Any though?",
"Has anyone here successfully added a custom visualization to Superset?\n\nI was planning to have someone build a few custom visualizations for a study we are performing, but I wanted to do a quick check/PoC beforehand.  So, no problem\u2026 I will just a bootstrap a plugin via the yeoman generator per the Superset Docs/Preset blog post to verify.\n\nEither I\u2019m overlooking one or more \u201cgotchas\u201d or this process is more complicated that it appears at first glance.  Or, perhaps, I am less proficient with node/TS than I originally thought. :man-shrugging:  I\u2019ve tried this on my Mac, spun up an Ubuntu server on DO to give it a shot\u2026 zero success in getting the plugin to show up in the chart list\u2026 even after reviewing related GH issues.",
"I am totally new to superset and any programming. As this is an OpenSource Tool, do you think that it still can be used effectively? Right now, I did manage to set up superset on my server, and also to create a very simple dashboard within the given tools and parameters.\nBut I am not able to customize any of this. I.e. the number, curreny, date/time format. Because I am working in Germany, I need local formatting, but my superset apparrently is all configured for a US-environment.\nMaybe this is not easy to change, but if so, I would be happy to be told so.\nThank you in advance!",
"Hi guys,\nI would like to know how often the superset will refresh the dashboards automatically by default?\nI configured mine with the CACHE_CONFIG parameter, but it is taking more than 1 day to reload the dashboards, so I am thinking of removing this config from superset_config.py, but I wanted to know how long it takes by default",
